Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
498	-4811.565	-4921.19	109.6242	0.7109536	1.173476	8.177148
504	-4808.393	-4920.423	112.0306	0.8901727	1.425509	6.679648
510	-4813.686	-4925.547	111.8602	0.7273516	1.56793	6.803021
516	-4812.517	-4923.195	110.6782	0.751504	1.385679	7.498394
522	-4806.571	-4918.006	111.4357	0.6495301	1.277807	7.193272
528	-4806.782	-4918.823	112.0411	0.7612225	1.224419	6.831445
534	-4811.719	-4923.044	111.3247	0.81297	1.419328	7.104425
540	-4805.264	-4915.351	110.0868	0.6988604	1.422809	7.827522
546	-4814.425	-4925.198	110.7727	0.8629325	1.414549	7.376018
552	-4808.697	-4920.485	111.7888	0.7912667	1.283881	6.924293
558	-4809.6	-4921.069	111.4689	0.8223929	1.283881	7.079745
564	-4818.82	-4929.358	110.5388	0.6207667	1.341561	7.661671
570	-4809.799	-4920.282	110.4827	0.7145139	1.295054	7.661671
576	-4802.109	-4913.935	111.8262	0.6704758	1.190046	7.01225
582	-4797.516	-4909.425	111.9087	0.7857973	1.257214	6.87456
588	-4796.048	-4907.184	111.1361	0.7209492	1.189147	7.356419
594	-4798.702	-4910.627	111.9244	0.7855494	1.224646	6.881162
600	-4804.338	-4915.938	111.6002	0.7804097	1.42775	6.970172
606	-4803.475	-4916.441	112.9659	0.8186816	1.187236	6.317336
612	-4817.924	-4929.822	111.8984	0.8186816	1.555657	6.737794
618	-4809.586	-4921.768	112.1819	0.8211484	1.193036	6.737794
624	-4807.237	-4919.6	112.3626	0.9154834	1.311766	6.534861
630	-4804.633	-4917.455	112.8217	0.745819	1.179609	6.438744
636	-4801.996	-4913.221	111.2256	0.7462654	1.363982	7.216669
642	-4804.089	-4915.352	111.2626	0.6564759	1.243745	7.297838
648	-4805.189	-4916.326	111.1376	0.7500494	1.172134	7.348041
654	-4803.668	-4915.201	111.5323	0.8436926	1.20235	7.071416
660	-4806.612	-4918.095	111.4833	0.6059016	1.392303	7.141689
666	-4804.066	-4914.28	110.2147	0.706036	1.350877	7.785356
672	-4801.639	-4912.453	110.8139	0.669409	1.427491	7.452377
678	-4802.031	-4913.666	111.6354	0.7439612	1.289061	7.030074
684	-4808.229	-4921.02	112.7911	0.759247	1.334116	6.377528
690	-4803.677	-4915.272	111.5949	0.7199177	1.209894	7.10078
696	-4809.153	-4920.361	111.2085	0.7901612	1.143528	7.302226
702	-4806.453	-4917.232	110.7784	0.6833879	1.381511	7.482909
708	-4803.197	-4914.722	111.5245	0.7683804	1.106336	7.162461
714	-4806.347	-4917.594	111.2474	0.8646968	1.179827	7.223911
720	-4801.563	-4913.52	111.9571	0.7564622	1.206309	6.887717
726	-4801.128	-4913.251	112.1224	0.7426439	1.206309	6.80604
732	-4808.639	-4921.152	112.5133	0.8551404	1.302376	6.490072
738	-4808.413	-4920.994	112.581	0.7382312	1.363645	6.490072
744	-4817.868	-4930.163	112.2949	0.729483	1.025812	6.809829
750	-4811.082	-4922.112	111.03	0.7433294	1.162019	7.414174
756	-4812.367	-4923.482	111.1141	0.6872019	1.319032	7.327564
762	-4812.428	-4924.043	111.6145	0.8232779	1.16976	7.053599
768	-4814.651	-4926.945	112.2942	0.8054103	1.217026	6.674364
774	-4804.573	-4916.001	111.4285	0.7634684	1.217026	7.163557
780	-4821.969	-4935.039	113.0703	0.730216	1.061095	6.371439
786	-4813.953	-4926.425	112.4723	0.7486805	1.508113	6.483838
792	-4802.006	-4913.903	111.8969	0.7271596	1.276304	6.903948
798	-4801.464	-4913.017	111.5536	0.8558143	1.189271	7.059583
804	-4803.028	-4913.963	110.9352	0.7917081	1.441079	7.316206
810	-4804.151	-4916.513	112.3624	0.7274981	1.31208	6.636586
816	-4814.831	-4925.268	110.4363	0.7344136	1.1985	7.71957
822	-4804.237	-4914.167	109.9292	0.7548101	1.330786	7.920335
828	-4797.207	-4908.996	111.789	0.7625287	1.251181	6.954349
834	-4813.746	-4924.609	110.863	0.7894711	1.020694	7.549908
840	-4807.281	-4919.329	112.0483	0.7879866	1.247762	6.802404
846	-4805.51	-4917.637	112.1267	0.8040912	1.130648	6.806876
852	-4802.896	-4913.862	110.966	0.7670888	1.173527	7.430276
858	-4805.354	-4917.49	112.1361	0.8106548	1.198528	6.765599
864	-4804.535	-4916.447	111.9123	0.665207	1.515067	6.828937
870	-4810.497	-4921.618	111.1216	0.6071328	1.173829	7.432441
876	-4803.326	-4914.736	111.4099	0.8232342	1.329987	7.090776
882	-4799.62	-4909.921	110.3011	0.7128154	1.440681	7.698297
888	-4810.974	-4921.853	110.8797	0.7359182	1.140145	7.509238
894	-4800.611	-4912.404	111.7926	0.7156323	1.245817	6.980127
900	-4800.231	-4911.774	111.543	0.8312244	1.322756	7.017986
906	-4805.45	-4916.657	111.2072	0.7684592	1.303699	7.240684
912	-4800.046	-4911.177	111.1306	0.7480247	1.223834	7.328656
918	-4801.38	-4913.664	112.284	0.7713337	1.178325	6.716521
924	-4804.502	-4916.93	112.4275	0.8747841	1.338107	6.510251
930	-4802.569	-4914.439	111.8695	0.6939991	1.267374	6.940587
936	-4803.816	-4915.171	111.3549	0.7653026	1.252416	7.185873
942	-4812.35	-4924.305	111.9553	0.8103428	1.244491	6.841984
948	-4802.043	-4914.308	112.2648	0.7878268	1.255587	6.681999
954	-4812.498	-4923.911	111.4128	0.7986729	1.244455	7.140439
960	-4801.587	-4914.705	113.1186	0.8945983	1.440249	6.080876
966	-4804.343	-4916.344	112.001	0.9321025	1.194359	6.774912
972	-4795.768	-4908.454	112.6866	0.8195973	1.451959	6.351748
978	-4791.607	-4904.209	112.6013	0.8440947	1.092358	6.547824
984	-4803.994	-4917.017	113.0225	0.8604524	1.368945	6.181755
990	-4803.987	-4915.72	111.7327	0.7200572	1.267688	7.000095
996	-4796.288	-4909.438	113.1507	0.8316456	1.075328	6.265329
1002	-4801.949	-4913.859	111.91	0.6984199	1.549607	6.798793
1008	-4799.506	-4910.384	110.8775	0.7536706	1.160073	7.491285
1014	-4801.547	-4912.369	110.8221	0.651447	1.493344	7.431132
1020	-4801.535	-4912.431	110.896	0.7693851	1.249937	7.431132
1026	-4802.367	-4913.619	111.2524	0.7806371	1.347908	7.190655
1032	-4805.589	-4918.256	112.6676	0.7780404	1.41685	6.399085
1038	-4805.755	-4916.884	111.1287	0.7072522	1.450942	7.253669
1044	-4797.451	-4909.119	111.668	0.7073605	1.351817	7.00487
1050	-4810.635	-4922.391	111.7558	0.6820469	1.488158	6.914884
1056	-4808.447	-4919.508	111.0606	0.7628318	1.488158	7.245452
1062	-4801.519	-4913.259	111.7396	0.7006574	1.183918	7.04549
1068	-4808.355	-4919.359	111.0043	0.8634529	1.269141	7.313937
1074	-4796.628	-4909.23	112.602	0.7206534	1.359452	6.489988
1080	-4797.209	-4909.331	112.1226	0.6123555	1.415832	6.784032
1086	-4792.794	-4904.36	111.5659	0.7198736	1.218034	7.112613
1092	-4799.93	-4910.333	110.403	0.7967347	1.398884	7.615994
1098	-4805.79	-4915.856	110.0664	0.6832296	1.530866	7.803879
1104	-4809.113	-4919.854	110.7407	0.7276632	1.151311	7.582705
1110	-4814.95	-4925.676	110.7258	0.7598439	1.228993	7.536986
1116	-4820.738	-4933.131	112.3925	0.7476673	1.349595	6.593022
1122	-4818.769	-4930.184	111.4149	0.8026989	1.213716	7.151299
1128	-4817.492	-4928.808	111.3158	0.6739177	1.299005	7.235182
1134	-4805.743	-4916.701	110.9581	0.8106776	1.371058	7.322697
1140	-4808.631	-4919.4	110.7694	0.747287	1.34403	7.469418
1146	-4824.423	-4935.853	111.4304	0.8760738	1.429851	7.009236
1152	-4800.967	-4911.193	110.226	0.692375	1.491216	7.729145
1158	-4802.116	-4913.697	111.5808	0.7398886	1.286092	7.062956
1164	-4803.269	-4913.992	110.7228	0.7270349	1.523243	7.432151
1170	-4805.443	-4918.251	112.8078	0.6922722	1.060236	6.5347
1176	-4810.152	-4919.959	109.8067	0.7411955	1.37837	7.972802
1182	-4801.801	-4914.13	112.3285	0.8363803	1.276441	6.61184
1188	-4789.857	-4901.439	111.5816	0.7713792	1.336881	7.023306
1194	-4794.218	-4905.868	111.6504	0.8257924	1.189958	7.023306
1200	-4791.833	-4903.783	111.9501	0.7010799	1.094796	6.975461
1206	-4795.957	-4906.74	110.7828	0.726293	1.240733	7.519033
1212	-4801.264	-4911.621	110.3575	0.7450022	1.27084	7.723041
1218	-4807.56	-4917.522	109.9616	0.6259389	1.41676	7.935787
1224	-4805.782	-4916.161	110.3792	0.8298793	1.495066	7.572125
1230	-4813.41	-4925.945	112.535	0.7871832	1.16508	6.578602
1236	-4807.119	-4919.484	112.3652	0.7281835	1.25837	6.658669
1242	-4806.341	-4918.307	111.9664	0.7558013	1.276821	6.850817
1248	-4802.472	-4913.592	111.1191	0.8044768	1.463346	7.201557
1254	-4811.521	-4922.569	111.0479	0.7662758	1.353269	7.305898
1260	-4812.236	-4923.021	110.7847	0.7090309	1.369872	7.470689
1266	-4799.739	-4909.839	110.0996	0.6905628	1.432023	7.821397
1272	-4796.166	-4905.606	109.4401	0.7137291	1.264984	8.231759
1278	-4794.185	-4905.41	111.225	0.8588923	1.194376	7.23218
1284	-4801.55	-4913.254	111.704	0.7933265	1.374697	6.929437
1290	-4812.87	-4922.992	110.1221	0.7181725	1.201565	7.894676
1296	-4811.455	-4921.497	110.0429	0.7973963	1.201565	7.894676
1302	-4814.185	-4925.969	111.7836	0.7815264	1.14689	6.996028
1308	-4811.305	-4922.19	110.8845	0.8455247	1.197939	7.420412
1314	-4812.306	-4924.97	112.6643	0.7501778	1.223253	6.501092
1320	-4826.854	-4935.887	109.0326	0.774341	1.417461	8.351313
1326	-4812.168	-4923.052	110.8842	0.7945162	1.322403	7.391881
1332	-4814.696	-4923.298	108.6022	0.6927091	1.314691	8.666405
1338	-4811.363	-4921.215	109.8522	0.6964457	1.435451	7.948942
1344	-4802.136	-4910.968	108.8319	0.7215037	1.242218	8.561162
1350	-4805.523	-4915.085	109.5617	0.7516187	1.424037	8.079039
1356	-4807.031	-4916.803	109.7722	0.7625165	1.248965	8.035971
1362	-4803.817	-4915.272	111.4547	0.89745	1.303808	7.038191
1368	-4794.898	-4905.131	110.2336	0.6520761	1.303808	7.824361
1374	-4786.418	-4896.287	109.8687	0.7444589	1.216451	8.008984
1380	-4795.538	-4906.982	111.4436	0.7958349	1.205245	7.143493
1386	-4792.506	-4903.803	111.2969	0.7498209	1.442678	7.143773
1392	-4802.683	-4915.138	112.4551	0.8154279	1.260201	6.562048
1398	-4797.321	-4909.35	112.0289	0.6949844	1.260201	6.857358
1404	-4799.777	-4912.194	112.4168	0.7319747	1.291004	6.614064
1410	-4807.252	-4918.437	111.1848	0.7319747	1.223233	7.308502
1416	-4806.581	-4915.371	108.7904	0.6992261	1.4798	8.49501
1422	-4805.178	-4916.476	111.2987	0.7076441	1.352302	7.2031
1428	-4797.899	-4907.293	109.3935	0.6996465	1.216522	8.285964
1434	-4804.956	-4916.641	111.6856	0.8055008	1.219642	7.001413
1440	-4808.752	-4918.587	109.8359	0.6294656	1.471908	7.978716
1446	-4804.523	-4914.975	110.452	0.7109987	1.291799	7.681426
1452	-4809.194	-4921.27	112.0759	0.7588192	1.400084	6.736742
1458	-4805.698	-4916.152	110.4542	0.7319747	1.400084	7.622763
1464	-4806.802	-4917.325	110.5236	0.8233467	1.1915	7.628592
1470	-4803.436	-4914.086	110.6504	0.6949169	1.193331	7.628592
1476	-4803.114	-4913.469	110.3551	0.7029679	1.246967	7.757536
1482	-4808.627	-4919.567	110.94	0.6819934	1.270301	7.445196
1488	-4811.275	-4922.275	110.9997	0.7303251	1.08643	7.474477
1494	-4814.585	-4924.94	110.3544	0.6837413	1.301895	7.743749
1500	-4813.257	-4925.457	112.1996	0.7805258	1.092112	6.799464
1506	-4802.324	-4914.378	112.0537	0.7551014	1.010454	6.934244
1512	-4800.883	-4911.547	110.6645	0.7940497	1.247633	7.543009
1518	-4805.148	-4914.6	109.4526	0.7553433	1.41632	8.138328
1524	-4804.666	-4916.499	111.8332	0.6606224	1.314472	6.957195
1530	-4813.144	-4924.394	111.2504	0.7787164	1.330909	7.200061
1536	-4815.928	-4927.197	111.2686	0.7154616	1.38788	7.200061
1542	-4803.629	-4914.812	111.183	0.6748221	1.277474	7.315557
1548	-4805.894	-4918.264	112.3698	0.9044565	1.288142	6.547451
1554	-4806.891	-4917.274	110.3829	0.8077349	1.180723	7.717257
1560	-4809.905	-4921.151	111.2453	0.7985571	1.15699	7.271427
1566	-4818.079	-4930.028	111.9488	0.7917081	1.091175	6.929137
1572	-4817.632	-4930.294	112.6627	0.7330867	1.369594	6.446048
1578	-4817.408	-4930.387	112.9784	0.7749805	1.079743	6.387394
1584	-4808.284	-4920.869	112.5848	0.7837748	1.190624	6.54125
1590	-4813.828	-4924.313	110.4858	0.7822387	1.238931	7.648917
1596	-4806.397	-4916.818	110.4212	0.6628725	1.235546	7.748816
1602	-4803.829	-4914.559	110.7304	0.8097425	1.498192	7.393496
1608	-4803.246	-4914.348	111.1019	0.7683191	1.390401	7.260147
1614	-4804.259	-4915.933	111.6742	0.7255197	1.395512	6.973224
1620	-4807.413	-4918.968	111.5548	0.8203251	1.298639	7.02811
1626	-4801.108	-4913.038	111.9295	0.7863671	1.298914	6.844381
1632	-4803.375	-4914.648	111.2732	0.7363806	1.308043	7.220535
1638	-4800.761	-4912.774	112.0132	0.7098105	1.308043	6.836513
1644	-4809.935	-4920.128	110.1933	0.7419045	1.278093	7.809262
1650	-4794.326	-4904.515	110.1891	0.6898607	1.347123	7.809262
1656	-4802.666	-4912.839	110.1725	0.6930523	1.364012	7.809262
1662	-4799.425	-4910.115	110.6898	0.7770172	1.199263	7.560797
1668	-4808.12	-4919.443	111.3231	0.7215153	1.478279	7.130527
1674	-4812.004	-4922.915	110.911	0.7602896	1.427203	7.351682
1680	-4797.512	-4908.641	111.1298	0.8075581	1.232786	7.293018
1686	-4797.987	-4908.857	110.8704	0.6391283	1.370597	7.461923
1692	-4796.089	-4907.609	111.5203	0.7471111	1.408347	7.039132
1698	-4793.384	-4904.733	111.3488	0.6567804	1.408347	7.179951
1704	-4801.136	-4911.592	110.4559	0.6659581	1.311528	7.694803
1710	-4800.297	-4912.396	112.0989	0.7830347	1.311528	6.749182
1716	-4809.905	-4921.472	111.5678	0.695913	1.129153	7.166866
1722	-4804.974	-4916.458	111.4836	0.7899257	1.315894	7.0752
1728	-4797.015	-4908.352	111.3365	0.7370919	1.408267	7.143404
1734	-4793.279	-4904.284	111.0052	0.7593651	1.191548	7.404883
1740	-4795.487	-4907.176	111.6881	0.7568525	1.482589	6.913281
1746	-4801.704	-4911.294	109.5904	0.7279636	1.293508	8.131484
1752	-4804.756	-4916.527	111.7714	0.8548403	1.412063	6.844269
1758	-4797.915	-4909.369	111.4534	0.7642526	1.177639	7.168226
1764	-4804.19	-4916.117	111.9266	0.7555	1.285373	6.868598
1770	-4811.679	-4922.316	110.6369	0.781452	1.59732	7.420739
1776	-4815.15	-4925.852	110.7014	0.7085205	1.358184	7.520556
1782	-4816.917	-4925.553	108.6362	0.7982828	1.505806	8.514132
1788	-4809.163	-4919.572	110.4094	0.665933	1.363198	7.697523
1794	-4809.09	-4921.169	112.0783	0.7838978	1.363198	6.737438
1800	-4807.352	-4919.535	112.1834	0.7365549	1.480136	6.657875
1806	-4809.369	-4921.176	111.8071	0.6871703	1.414067	6.914554
1812	-4802.257	-4913.675	111.4174	0.7547578	1.180164	7.191463
1818	-4810.183	-4921.755	111.5718	0.8456468	1.624384	6.873476
1824	-4804.001	-4914.978	110.9776	0.6791802	1.527897	7.319349
1830	-4807.007	-4917.934	110.9275	0.7257159	1.335498	7.399897
1836	-4811.981	-4923.512	111.5307	0.7817479	1.212364	7.100908
1842	-4805.77	-4918.12	112.3494	0.7713727	1.45502	6.559391
1848	-4806.373	-4916.94	110.5666	0.7904272	1.060007	7.687546
1854	-4807.072	-4918.438	111.3658	0.7406278	1.675239	7.022373
1860	-4806.473	-4918.587	112.1147	0.7261552	1.454689	6.710885
1866	-4812.949	-4924.533	111.5839	0.6551748	1.454689	7.035418
1872	-4814.62	-4926.005	111.3843	0.5835499	1.367612	7.217304
1878	-4811.465	-4922.626	111.1606	0.6108059	1.527291	7.258019
1884	-4805.927	-4916.91	110.9828	0.6193324	1.416113	7.393336
1890	-4802.418	-4914.438	112.0195	0.7394158	1.38984	6.781958
1896	-4804.005	-4915.902	111.8971	0.7663315	1.130304	6.951217
1902	-4803.157	-4913.967	110.8101	0.7169205	1.310324	7.478422
1908	-4795.595	-4905.77	110.1751	0.7476875	1.310324	7.801712
1914	-4801.348	-4911.817	110.4692	0.6143542	1.271228	7.733009
1920	-4803.523	-4914.802	111.2791	0.7284681	1.421513	7.173452
1926	-4804.797	-4915.604	110.8078	0.661241	1.154597	7.580746
1932	-4810.954	-4921.613	110.6595	0.703518	1.257812	7.589525
1938	-4803.748	-4915.726	111.9775	0.6623917	1.207252	6.927015
1944	-4807.887	-4919.088	111.2014	0.687761	1.267676	7.303079
1950	-4805.79	-4917.086	111.2964	0.8049255	1.32872	7.162219
1956	-4814.028	-4924.647	110.6191	0.754815	1.190171	7.614761
1962	-4814.828	-4925.881	111.0528	0.7822505	1.170815	7.37687
1968	-4814.421	-4927.588	113.1673	0.8610989	1.293652	6.135638
1974	-4807.463	-4917.871	110.4081	0.8373626	1.610911	7.508295
1980	-4806.803	-4918.347	111.5435	0.81722	1.247661	7.058736
1986	-4815.049	-4926.446	111.3967	0.6175903	1.417322	7.171571
1992	-4818.649	-4928.316	109.6666	0.6717674	1.385062	8.081767
1998	-4811.809	-4922.515	110.7062	0.7272519	1.30539	7.530738
2004	-4813.217	-4924.925	111.7076	0.7904772	1.262736	6.977936
2010	-4819.478	-4930.986	111.5083	0.8461099	1.239063	7.066024
2016	-4807.575	-4919.139	111.5639	0.8004399	1.239063	7.06067
2022	-4808.236	-4919.149	110.9126	0.8132831	1.301248	7.375823
2028	-4822.587	-4931.609	109.0218	0.7121428	1.499817	8.357262
2034	-4802.22	-4914.156	111.9358	0.757972	1.230568	6.887126
2040	-4812.161	-4924.559	112.3981	0.775226	1.371278	6.565824
2046	-4817.463	-4929.262	111.7992	0.6593283	1.446139	6.920658
2052	-4807.01	-4918.789	111.7783	0.7305867	1.214731	6.994086
2058	-4820.125	-4932.762	112.6372	0.9390073	1.215798	6.416904
2064	-4809.522	-4920.327	110.8049	0.7712329	1.338491	7.4399
2070	-4811.501	-4922.786	111.2856	0.836862	1.472649	7.090898
2076	-4809.26	-4920.067	110.8068	0.7134967	1.183546	7.539515
2082	-4812.673	-4924.079	111.4063	0.7399043	1.36539	7.12238
2088	-4809.067	-4921.704	112.6373	0.7552146	1.203912	6.522032
2094	-4803.72	-4915.168	111.448	0.7622395	1.231678	7.146931
2100	-4801.05	-4911.399	110.3495	0.7259425	1.23956	7.751591
2106	-4808.023	-4918.5	110.4764	0.6417992	1.440087	7.642768
2112	-4821.898	-4934.285	112.387	0.7857271	1.232028	6.627879
2118	-4815.922	-4927.539	111.6164	0.8537134	1.315892	6.96939
2124	-4807.706	-4919.507	111.8012	0.8049842	1.188122	6.954174
2130	-4812.748	-4923.569	110.8205	0.9103073	1.2568	7.392928
2136	-4799.045	-4910.157	111.1111	0.7842669	1.368757	7.255712
2142	-4811.206	-4922.625	111.4193	0.7782806	1.17617	7.179668
2148	-4806.354	-4917.203	110.8493	0.671389	1.435194	7.429179
2154	-4811.602	-4920.924	109.3214	0.7168219	1.372531	8.246825
2160	-4819.972	-4930.621	110.6494	0.6693894	1.407099	7.548869
2166	-4817.119	-4927.688	110.5689	0.7156467	1.452037	7.548869
2172	-4814.254	-4925.349	111.0945	0.6974187	1.301364	7.340342
2178	-4813.027	-4922.872	109.8457	0.6303505	1.156908	8.109973
2184	-4814.041	-4925.727	111.6856	0.6889852	1.434553	6.970602
2190	-4808.711	-4919.18	110.4698	0.8215378	1.457419	7.543052
2196	-4812.933	-4923.672	110.7385	0.7818492	1.17603	7.543052
2202	-4802.618	-4913.682	111.064	0.7285968	1.191974	7.389646
2208	-4813.101	-4923.965	110.8637	0.8703125	1.208033	7.413575
2214	-4811.631	-4922.204	110.5726	0.6865984	1.166288	7.687415
2220	-4812.64	-4923.385	110.7445	0.6995801	1.511424	7.439813
2226	-4819.964	-4932.676	112.7125	0.8939518	1.314854	6.355506
2232	-4808.098	-4919.018	110.9195	0.8599669	1.14334	7.419862
2238	-4811.93	-4923.865	111.9348	0.7940799	1.354321	6.813243
2244	-4811.375	-4923.504	112.1288	0.7725301	1.150165	6.813243
2250	-4817.222	-4929.426	112.2032	0.7495999	1.469587	6.644391
2256	-4811.245	-4922.9	111.6557	0.8300141	1.31313	6.962176
2262	-4825.54	-4937.076	111.5356	0.7808274	1.156745	7.12511
2268	-4828.502	-4939.5	110.9988	0.6591459	1.095102	7.508763
2274	-4808.963	-4919.336	110.3727	0.7040147	1.358173	7.698866
2280	-4812.921	-4924.093	111.172	0.7567411	1.464108	7.198474
2286	-4816.687	-4927.111	110.4236	0.9098497	1.442789	7.526446
2292	-4814.624	-4927.214	112.5905	0.9399923	1.280947	6.411836
2298	-4815.887	-4927.372	111.4851	0.7452784	1.223424	7.139912
2304	-4817.43	-4929.866	112.4362	0.8089811	1.24736	6.581598
2310	-4814.046	-4925.487	111.4409	0.9349255	1.46675	6.95687
2316	-4807.349	-4918.64	111.2913	0.8296648	1.19089	7.213896
2322	-4809.069	-4920.541	111.4721	0.8157039	1.32164	7.065014
2328	-4817.492	-4927.635	110.1425	0.7380271	1.61533	7.701946
2334	-4810.579	-4923.721	113.1427	0.8381053	1.258744	6.177323
2340	-4808.29	-4919.403	111.1128	0.8381053	1.463579	7.1868
2346	-4811.347	-4922.822	111.4748	0.7301473	1.222812	7.153907
2352	-4808.221	-4918.803	110.5821	0.7313927	1.260045	7.615063
